PDF Name,Text from 2nd last <td>,Download Link
"Saturday, 4th September, 1976","Saturday, 4th September, 1976",https://na.gov.pk/uploads/documents/1454570091_860.pdf
"Friday, 3rd September, 1976","Friday, 3rd September, 1976",https://na.gov.pk/uploads/documents/1454570041_806.pdf
"Thursday, 2nd September, 1976","Thursday, 2nd September, 1976",https://na.gov.pk/uploads/documents/1454569998_846.pdf
"Wednesday, 1st September, 1976","Wednesday, 1st September, 1976",https://na.gov.pk/uploads/documents/1454569125_495.pdf
"Tuesday, 31st August, 1976","Tuesday, 31st August, 1976",https://na.gov.pk/uploads/documents/1454569081_461.pdf
"Monday, 30th August, 1976","Monday, 30th August, 1976",https://na.gov.pk/uploads/documents/1454568996_998.pdf
"Friday, 27th August, 1976","Friday, 27th August, 1976",https://na.gov.pk/uploads/documents/1454565794_773.pdf
"Thursday, 26th August, 1976","Thursday, 26th August, 1976",https://na.gov.pk/uploads/documents/1454565725_489.pdf
"Wednesday, 25th August, 1976","Wednesday, 25th August, 1976",https://na.gov.pk/uploads/documents/1454565574_788.pdf
"Tuesday, 24th August, 1976","Tuesday, 24th August, 1976",https://na.gov.pk/uploads/documents/1454565517_898.pdf
"Monday, 23rd August, 1976","Monday, 23rd August, 1976",https://na.gov.pk/uploads/documents/1454565478_220.pdf
"Saturday, 21st August, 1976","Saturday, 21st August, 1976",https://na.gov.pk/uploads/documents/1454565315_869.pdf
"Friday, 20th August, 1976","Friday, 20th August, 1976",https://na.gov.pk/uploads/documents/1454570272_174.pdf
"Thursday, 19th August, 1976","Thursday, 19th August, 1976",https://na.gov.pk/uploads/documents/1454565177_868.pdf
"Wednesday, 18th August, 1976","Wednesday, 18th August, 1976",https://na.gov.pk/uploads/documents/1454565250_815.pdf
"Tuesday, 17th August, 1976","Tuesday, 17th August, 1976",https://na.gov.pk/uploads/documents/1454565096_725.pdf
"Monday, 16th August, 1976","Monday, 16th August, 1976",https://na.gov.pk/uploads/documents/1454565050_763.pdf
"Friday, 6th August, 1976","Friday, 6th August, 1976",https://na.gov.pk/uploads/documents/1454565010_478.pdf
"Thursday, 5th August, 1976","Thursday, 5th August, 1976",https://na.gov.pk/uploads/documents/1454564965_700.pdf
"Wednesday, 4th August, 1976","Wednesday, 4th August, 1976",https://na.gov.pk/uploads/documents/1454564787_292.pdf
"Friday, 26th November, 1976","Friday, 26th November, 1976",https://na.gov.pk/uploads/documents/1454906150_135.pdf
"Thursday, 25th November, 1976","Thursday, 25th November, 1976",https://na.gov.pk/uploads/documents/1454906117_547.pdf
"Wednesday, 24th November, 1976","Wednesday, 24th November, 1976",https://na.gov.pk/uploads/documents/1454906085_841.pdf
"Tuesday, 23rd November, 1976","Tuesday, 23rd November, 1976",https://na.gov.pk/uploads/documents/1454906043_139.pdf
"Monday, 22nd November, 1976","Monday, 22nd November, 1976",https://na.gov.pk/uploads/documents/1454906013_257.pdf
"Friday, 19th November, 1976","Friday, 19th November, 1976",https://na.gov.pk/uploads/documents/1454905975_162.pdf
"Thursday, 18th November, 1976","Thursday, 18th November, 1976",https://na.gov.pk/uploads/documents/1454905946_839.pdf
"Wednesday, 17th November, 1976","Wednesday, 17th November, 1976",https://na.gov.pk/uploads/documents/1454905866_466.pdf
"Tuesday, 16th November, 1976","Tuesday, 16th November, 1976",https://na.gov.pk/uploads/documents/1454905896_144.pdf
"Monday, 15th November, 1976","Monday, 15th November, 1976",https://na.gov.pk/uploads/documents/1454905732_210.pdf
"Friday, 12th November, 1976","Friday, 12th November, 1976",https://na.gov.pk/uploads/documents/1454905770_951.pdf
"Thursday, 11th November, 1976","Thursday, 11th November, 1976",https://na.gov.pk/uploads/documents/1454905704_705.pdf
"Wednesday, 10th November, 1976","Wednesday, 10th November, 1976",https://na.gov.pk/uploads/documents/1454905675_357.pdf
"Monday, 8th November, 1976","Monday, 8th November, 1976",https://na.gov.pk/uploads/documents/1454571251_414.pdf
"Friday, 5th November, 1976","Friday, 5th November, 1976",https://na.gov.pk/uploads/documents/1454571205_201.pdf
"Thursday, 4th November, 1976","Thursday, 4th November, 1976",https://na.gov.pk/uploads/documents/1454571163_664.pdf
"Wednesday, 3rd November, 1976","Wednesday, 3rd November, 1976",https://na.gov.pk/uploads/documents/1454571108_284.pdf
"Wednesday, 22nd December, 1976","Wednesday, 22nd December, 1976",https://na.gov.pk/uploads/documents/1454907739_641.pdf
"Friday, 17th December, 1976","Friday, 17th December, 1976",https://na.gov.pk/uploads/documents/1454907705_299.pdf
"Thursday, 16th December, 1976","Thursday, 16th December, 1976",https://na.gov.pk/uploads/documents/1454907674_684.pdf
"Wednesday, 15th December, 1976","Wednesday, 15th December, 1976",https://na.gov.pk/uploads/documents/1454907633_935.pdf
"Tuesday, 14th December, 1976","Tuesday, 14th December, 1976",https://na.gov.pk/uploads/documents/1454907604_868.pdf
"Monday, 13th December, 1976","Monday, 13th December, 1976",https://na.gov.pk/uploads/documents/1454907560_584.pdf
"Friday, 10th December, 1976","Friday, 10th December, 1976",https://na.gov.pk/uploads/documents/1454907524_748.pdf
"Thursday, 9th December, 1976","Thursday, 9th December, 1976",https://na.gov.pk/uploads/documents/1454907480_753.pdf
"Friday, 7th January, 1977","Friday, 7th January, 1977",https://na.gov.pk/uploads/documents/1454907785_851.pdf
"Tuesday, 29th June, 1976","Tuesday, 29th June, 1976",https://na.gov.pk/uploads/documents/1461663602_750.pdf
"Monday, 28th June, 1976","Monday, 28th June, 1976",https://na.gov.pk/uploads/documents/1461663569_695.pdf
"Saturday, 26th June, 1976","Saturday, 26th June, 1976",https://na.gov.pk/uploads/documents/1461663529_114.pdf
"Thursday, 5th August, 1965","Thursday, 5th August, 1965",https://na.gov.pk/uploads/documents/1447654538_704.pdf
"Wednesday, 4th August, 1965","Wednesday, 4th August, 1965",https://na.gov.pk/uploads/documents/1447654358_681.pdf
"Tuesday, 3rd August, 1965","Tuesday, 3rd August, 1965",https://na.gov.pk/uploads/documents/1447654232_572.pdf
"Monday, 2nd August, 1965","Monday, 2nd August, 1965",https://na.gov.pk/uploads/documents/1447654113_591.pdf
"Saturday, 31st July, 1965","Saturday, 31st July, 1965",https://na.gov.pk/uploads/documents/1447654034_260.pdf
"Friday, 30th July, 1965","Friday, 30th July, 1965",https://na.gov.pk/uploads/documents/1447653951_184.pdf
"Thursday, 29th July, 1965","Thursday, 29th July, 1965",https://na.gov.pk/uploads/documents/1472103814_596.pdf
"Wednesday, 28th July, 1965","Wednesday, 28th July, 1965",https://na.gov.pk/uploads/documents/1447315084_960.pdf
"Tuesday, 27th July, 1965","Tuesday, 27th July, 1965",https://na.gov.pk/uploads/documents/1447314955_899.pdf
"Monday, 26th July, 1965","Monday, 26th July, 1965",https://na.gov.pk/uploads/documents/1447314820_902.pdf
"Saturday, 24th July, 1965","Saturday, 24th July, 1965",https://na.gov.pk/uploads/documents/1447314688_511.pdf
"Friday, 23rd July, 1965","Friday, 23rd July, 1965",https://na.gov.pk/uploads/documents/1447314584_117.pdf
"Thursday, 22nd July, 1965","Thursday, 22nd July, 1965",https://na.gov.pk/uploads/documents/1447314484_657.pdf
"Wednesday, 21st July, 1965","Wednesday, 21st July, 1965",https://na.gov.pk/uploads/documents/1447314377_748.pdf
"Tuesday, 20th July, 1965","Tuesday, 20th July, 1965",https://na.gov.pk/uploads/documents/1447314199_584.pdf
"Monday, 19th July, 1965","Monday, 19th July, 1965",https://na.gov.pk/uploads/documents/1447314117_402.pdf
"Saturday, 17th July, 1965","Saturday, 17th July, 1965",https://na.gov.pk/uploads/documents/1447313830_123.pdf
"Friday, 16th July, 1965","Friday, 16th July, 1965",https://na.gov.pk/uploads/documents/1447313728_418.pdf
"Thursday, 15th July, 1965","Thursday, 15th July, 1965",https://na.gov.pk/uploads/documents/1447313667_884.pdf
"Wednesday, 14th July, 1965","Wednesday, 14th July, 1965",https://na.gov.pk/uploads/documents/1447313044_810.pdf
"Tuesday, 13th July, 1965","Tuesday, 13th July, 1965",https://na.gov.pk/uploads/documents/1447311088_134.pdf
"Saturday, 10th July, 1965","Saturday, 10th July, 1965",https://na.gov.pk/uploads/documents/1447308966_623.pdf
"Friday, 9th July, 1965","Friday, 9th July, 1965",https://na.gov.pk/uploads/documents/1447308878_280.pdf
"Thursday, 8th July, 1965","Thursday, 8th July, 1965",https://na.gov.pk/uploads/documents/1447308767_893.pdf
"Wednesday, 7th July, 1965","Wednesday, 7th July, 1965",https://na.gov.pk/uploads/documents/1447308617_238.pdf
"Tuesday, 29th June, 1965","Tuesday, 29th June, 1965",https://na.gov.pk/uploads/documents/1447308499_816.pdf
"Monday, 28th June, 1965","Monday, 28th June, 1965",https://na.gov.pk/uploads/documents/1447308381_470.pdf
"Saturday, 26th June, 1965","Saturday, 26th June, 1965",https://na.gov.pk/uploads/documents/1447308183_628.pdf
"Friday, 25th June, 1965","Friday, 25th June, 1965",https://na.gov.pk/uploads/documents/1447142134_381.pdf
"Thursday, 24th June, 1965","Thursday, 24th June, 1965",https://na.gov.pk/uploads/documents/1447141413_651.pdf
"Wednesday, 23rd June, 1965","Wednesday, 23rd June, 1965",https://na.gov.pk/uploads/documents/1447141257_880.pdf
"Tuesday, 22nd June, 1965","Tuesday, 22nd June, 1965",https://na.gov.pk/uploads/documents/1447141160_398.pdf
"Monday, 21st June, 1965","Monday, 21st June, 1965",https://na.gov.pk/uploads/documents/1447134851_428.pdf
"Saturday, 19th June, 1965","Saturday, 19th June, 1965",https://na.gov.pk/uploads/documents/1447139837_500.pdf
"Friday, 18th June, 1965","Friday, 18th June, 1965",https://na.gov.pk/uploads/documents/1447134724_262.pdf
"Thursday, 17th June, 1965","Thursday, 17th June, 1965",https://na.gov.pk/uploads/documents/1447134613_195.pdf
"Monday, 14th June, 1965","Monday, 14th June, 1965",https://na.gov.pk/uploads/documents/1447134492_903.pdf
"Saturday, 12th June, 1965","Saturday, 12th June, 1965",https://na.gov.pk/uploads/documents/1447134384_876.pdf
"Monday, 29th November, 1965","Monday, 29th November, 1965",https://na.gov.pk/uploads/documents/1447673166_547.pdf
"Saturday, 27th November, 1965","Saturday, 27th November, 1965",https://na.gov.pk/uploads/documents/1447673100_339.pdf
"Friday, 26th November, 1965","Friday, 26th November, 1965",https://na.gov.pk/uploads/documents/1447673038_303.pdf
"Thursday, 25th November, 1965","Thursday, 25th November, 1965",https://na.gov.pk/uploads/documents/1447672970_254.pdf
"Wednesday, 24th November, 1965","Wednesday, 24th November, 1965",https://na.gov.pk/uploads/documents/1447672629_583.pdf
"Tuesday, 23rd November, 1965","Tuesday, 23rd November, 1965",https://na.gov.pk/uploads/documents/1447672567_368.pdf
"Monday, 22nd November, 1965","Monday, 22nd November, 1965",https://na.gov.pk/uploads/documents/1447672507_297.pdf
"Saturday, 20th November, 1965","Saturday, 20th November, 1965",https://na.gov.pk/uploads/documents/1447672444_872.pdf
"Friday, 19th November, 1965","Friday, 19th November, 1965",https://na.gov.pk/uploads/documents/1447672377_891.pdf
"Thursday, 18th November, 1965","Thursday, 18th November, 1965",https://na.gov.pk/uploads/documents/1447672310_301.pdf
"Wednesday, 17th November, 1965","Wednesday, 17th November, 1965",https://na.gov.pk/uploads/documents/1447672156_890.pdf
"Monday, 15th November, 1965","Monday, 15th November, 1965",https://na.gov.pk/uploads/documents/1447672100_532.pdf
"Tuesday, 22nd March, 1966","Tuesday, 22nd March, 1966",https://na.gov.pk/uploads/documents/1447739443_290.pdf
"Monday, 21st March, 1966","Monday, 21st March, 1966",https://na.gov.pk/uploads/documents/1447739331_383.pdf
"Friday, 18th March, 1966","Friday, 18th March, 1966",https://na.gov.pk/uploads/documents/1447739178_446.pdf
"Thursday, 17th March, 1966","Thursday, 17th March, 1966",https://na.gov.pk/uploads/documents/1447739056_189.pdf
"Wednesday, 16th March, 1966","Wednesday, 16th March, 1966",https://na.gov.pk/uploads/documents/1447738733_928.pdf
"Tuesday, 15th March, 1966","Tuesday, 15th March, 1966",https://na.gov.pk/uploads/documents/1447738641_451.pdf
"Monday, 14th March, 1966","Monday, 14th March, 1966",https://na.gov.pk/uploads/documents/1447738566_675.pdf
"Friday, 11th March, 1966","Friday, 11th March, 1966",https://na.gov.pk/uploads/documents/1447738448_124.pdf
"Thursday, 10th March, 1966","Thursday, 10th March, 1966",https://na.gov.pk/uploads/documents/1447738268_120.pdf
"Wednesday, 9th March, 1966","Wednesday, 9th March, 1966",https://na.gov.pk/uploads/documents/1447738205_347.pdf
"Tuesday, 8th March, 1966","Tuesday, 8th March, 1966",https://na.gov.pk/uploads/documents/1447738137_803.pdf
"Monday, 7th March, 1966","Monday, 7th March, 1966",https://na.gov.pk/uploads/documents/1447738057_413.pdf
"Thursday, 7th July, 1966","Thursday, 7th July, 1966",https://na.gov.pk/uploads/documents/1447753125_853.pdf
"Wednesday, 6th July, 1966","Wednesday, 6th July, 1966",https://na.gov.pk/uploads/documents/1447753063_329.pdf
"Tuesday, 5th July, 1966","Tuesday, 5th July, 1966",https://na.gov.pk/uploads/documents/1447752974_428.pdf
"Thursday, 30th June, 1966","Thursday, 30th June, 1966",https://na.gov.pk/uploads/documents/1447752832_682.pdf
"Wednesday, 29th June, 1966","Wednesday, 29th June, 1966",https://na.gov.pk/uploads/documents/1447752756_248.pdf
"Tuesday, 28th June, 1966","Tuesday, 28th June, 1966",https://na.gov.pk/uploads/documents/1447752659_268.pdf
"Monday, 27th June, 1966","Monday, 27th June, 1966",https://na.gov.pk/uploads/documents/1447752594_388.pdf
"Saturday, 25th June, 1966","Saturday, 25th June, 1966",https://na.gov.pk/uploads/documents/1447752534_625.pdf
"Friday, 24th June, 1966","Friday, 24th June, 1966",https://na.gov.pk/uploads/documents/1447752452_684.pdf
"Thursday, 23rd June, 1966","Thursday, 23rd June, 1966",https://na.gov.pk/uploads/documents/1447752267_581.pdf
"Wednesday, 22nd June, 1966","Wednesday, 22nd June, 1966",https://na.gov.pk/uploads/documents/1447752126_702.pdf
"Tuesday, 21st June, 1966","Tuesday, 21st June, 1966",https://na.gov.pk/uploads/documents/1447752034_338.pdf
"Monday, 20th June, 1966","Monday, 20th June, 1966",https://na.gov.pk/uploads/documents/1447747023_115.pdf
"Saturday, 18th June, 1966","Saturday, 18th June, 1966",https://na.gov.pk/uploads/documents/1447746372_966.pdf
"Friday, 17th June, 1966","Friday, 17th June, 1966",https://na.gov.pk/uploads/documents/1447746259_391.pdf
"Thursday, 16th June, 1966","Thursday, 16th June, 1966",https://na.gov.pk/uploads/documents/1447746101_524.pdf
"Wednesday, 15th June, 1966","Wednesday, 15th June, 1966",https://na.gov.pk/uploads/documents/1447745954_995.pdf
"Tuesday, 14th June, 1966","Tuesday, 14th June, 1966",https://na.gov.pk/uploads/documents/1447745770_261.pdf
"Saturday, 11th June, 1966","Saturday, 11th June, 1966",https://na.gov.pk/uploads/documents/1447745687_136.pdf
"Friday, 10th June, 1966","Friday, 10th June, 1966",https://na.gov.pk/uploads/documents/1447745562_802.pdf
"Thursday, 9th June, 1966","Thursday, 9th June, 1966",https://na.gov.pk/uploads/documents/1447745388_575.pdf
"Wednesday, 8th June, 1966","Wednesday, 8th June, 1966",https://na.gov.pk/uploads/documents/1447745323_248.pdf
"Tuesday, 7th June, 1966","Tuesday, 7th June, 1966",https://na.gov.pk/uploads/documents/1447745036_432.pdf
"Monday, 6th June, 1966","Monday, 6th June, 1966",https://na.gov.pk/uploads/documents/1447744803_847.pdf
"Friday, 3rd June, 1966","Friday, 3rd June, 1966",https://na.gov.pk/uploads/documents/1447839040_942.pdf
"Thursday, 2nd June, 1966","Thursday, 2nd June, 1966",https://na.gov.pk/uploads/documents/1447744690_276.pdf
"Wednesday, 1st June, 1966","Wednesday, 1st June, 1966",https://na.gov.pk/uploads/documents/1447744543_294.pdf
"Tuesday, 31st May, 1966","Tuesday, 31st May, 1966",https://na.gov.pk/uploads/documents/1447744418_345.pdf
"Monday, 30th May, 1966","Monday, 30th May, 1966",https://na.gov.pk/uploads/documents/1447744304_498.pdf
"Friday, 27th May, 1966","Friday, 27th May, 1966",https://na.gov.pk/uploads/documents/1447744160_290.pdf
"Friday, 23rd December, 1966","Friday, 23rd December, 1966",https://na.gov.pk/uploads/documents/1447843575_466.pdf
"Thursday, 22nd December, 1966","Thursday, 22nd December, 1966",https://na.gov.pk/uploads/documents/1447843414_543.pdf
"Wednesday, 21st December, 1966","Wednesday, 21st December, 1966",https://na.gov.pk/uploads/documents/1447843233_426.pdf
"Tuesday, 20th December, 1966","Tuesday, 20th December, 1966",https://na.gov.pk/uploads/documents/1447843066_612.pdf
"Monday, 19th December, 1966","Monday, 19th December, 1966",https://na.gov.pk/uploads/documents/1447842922_909.pdf
"Friday, 16th December, 1966","Friday, 16th December, 1966",https://na.gov.pk/uploads/documents/1447842770_444.pdf
"Thursday, 15th December, 1966","Thursday, 15th December, 1966",https://na.gov.pk/uploads/documents/1447842648_903.pdf
"Wednesday, 14th December, 1966","Wednesday, 14th December, 1966",https://na.gov.pk/uploads/documents/1447842317_335.pdf
"Tuesday, 13th December, 1966","Tuesday, 13th December, 1966",https://na.gov.pk/uploads/documents/1447842148_820.pdf
"Monday, 12th December, 1966","Monday, 12th December, 1966",https://na.gov.pk/uploads/documents/1447841996_345.pdf
"Saturday, 10th December, 1966","Saturday, 10th December, 1966",https://na.gov.pk/uploads/documents/1447841793_479.pdf
"Friday, 9th December, 1966","Friday, 9th December, 1966",https://na.gov.pk/uploads/documents/1447841643_844.pdf
"Thursday, 8th December, 1966","Thursday, 8th December, 1966",https://na.gov.pk/uploads/documents/1447841533_992.pdf
"Wednesday, 7th December, 1966","Wednesday, 7th December, 1966",https://na.gov.pk/uploads/documents/1447841396_332.pdf
"Tuesday, 6th December, 1966","Tuesday, 6th December, 1966",https://na.gov.pk/uploads/documents/1447841282_908.pdf
"Monday, 5th December, 1966","Monday, 5th December, 1966",https://na.gov.pk/uploads/documents/1447841117_466.pdf
