PDF Name,Text from 2nd last <td>,Download Link
"Monday, 21st January, 1974","Monday, 21st January, 1974",https://na.gov.pk/uploads/documents/1453875989_300.pdf
"Friday, 18th January, 1974","Friday, 18th January, 1974",https://na.gov.pk/uploads/documents/1453875945_164.pdf
"Thursday, 17th January, 1974","Thursday, 17th January, 1974",https://na.gov.pk/uploads/documents/1453875798_893.pdf
"Wednesday, 16th January, 1974","Wednesday, 16th January, 1974",https://na.gov.pk/uploads/documents/1453875752_178.pdf
"Wednesday, 24th April, 1974","Wednesday, 24th April, 1974",https://na.gov.pk/uploads/documents/1453960713_366.pdf
"Tuesday, 23rd April, 1974","Tuesday, 23rd April, 1974",https://na.gov.pk/uploads/documents/1453960599_441.pdf
"Monday, 22nd April, 1974","Monday, 22nd April, 1974",https://na.gov.pk/uploads/documents/1453960291_306.pdf
"Wednesday, 17th April, 1974","Wednesday, 17th April, 1974",https://na.gov.pk/uploads/documents/1453960096_438.pdf
"Tuesday, 16th April, 1974","Tuesday, 16th April, 1974",https://na.gov.pk/uploads/documents/1453960030_209.pdf
"Monday, 15th April, 1974","Monday, 15th April, 1974",https://na.gov.pk/uploads/documents/1453959122_988.pdf
"Sunday, 14th April, 1974","Sunday, 14th April, 1974",https://na.gov.pk/uploads/documents/1453957323_722.pdf
"Thursday, 11th April, 1974","Thursday, 11th April, 1974",https://na.gov.pk/uploads/documents/1453957259_544.pdf
"Wednesday, 10th April, 1974","Wednesday, 10th April, 1974",https://na.gov.pk/uploads/documents/1453957125_739.pdf
"Tuesday, 9th April, 1974","Tuesday, 9th April, 1974",https://na.gov.pk/uploads/documents/1453957042_248.pdf
"Friday, 5th April, 1974","Friday, 5th April, 1974",https://na.gov.pk/uploads/documents/1453956953_234.pdf
"Thursday, 4th April, 1974","Thursday, 4th April, 1974",https://na.gov.pk/uploads/documents/1453956045_655.pdf
"Wednesday, 3rd April, 1974","Wednesday, 3rd April, 1974",https://na.gov.pk/uploads/documents/1453955913_763.pdf
"Tuesday, 2nd April, 1974","Tuesday, 2nd April, 1974",https://na.gov.pk/uploads/documents/1453955822_300.pdf
"Monday, 1st April, 1974","Monday, 1st April, 1974",https://na.gov.pk/uploads/documents/1453955769_515.pdf
"Friday, 29th March, 1974","Friday, 29th March, 1974",https://na.gov.pk/uploads/documents/1453955721_350.pdf
"Thursday, 28th March, 1974","Thursday, 28th March, 1974",https://na.gov.pk/uploads/documents/1453955643_559.pdf
"Wednesday, 27th March, 1974","Wednesday, 27th March, 1974",https://na.gov.pk/uploads/documents/1453955565_742.pdf
"Tuesday, 26th March, 1974","Tuesday, 26th March, 1974",https://na.gov.pk/uploads/documents/1453955514_465.pdf
"Monday, 25th March, 1974","Monday, 25th March, 1974",https://na.gov.pk/uploads/documents/1453955469_180.pdf
"Friday, 10th August, 1973","Friday, 10th August, 1973",https://na.gov.pk/uploads/documents/1461650779_997.pdf
"Thursday, 6th September, 1973","Thursday, 6th September, 1973",https://na.gov.pk/uploads/documents/1461650978_375.pdf
"Wednesday, 5th September, 1973","Wednesday, 5th September, 1973",https://na.gov.pk/uploads/documents/1461650921_777.pdf
"Friday, 21st December, 1973","Friday, 21st December, 1973",https://na.gov.pk/uploads/documents/1461651194_759.pdf
"Wednesday, 19th December, 1973","Wednesday, 19th December, 1973",https://na.gov.pk/uploads/documents/1461651147_813.pdf
"Tuesday, 18th December, 1973","Tuesday, 18th December, 1973",https://na.gov.pk/uploads/documents/1461651916_333.pdf
"Monday, 17th December, 1973","Monday, 17th December, 1973",https://na.gov.pk/uploads/documents/1461651072_818.pdf
"Monday, 4th March, 1974","Monday, 4th March, 1974",https://na.gov.pk/uploads/documents/1461652423_439.pdf
"Sunday, 3rd March, 1974","Sunday, 3rd March, 1974",https://na.gov.pk/uploads/documents/1461652381_788.pdf
"Thursday, 22nd August, 1974","Thursday, 22nd August, 1974",https://na.gov.pk/uploads/documents/1454308197_688.pdf
"Tuesday, 13th August, 1974","Tuesday, 13th August, 1974",https://na.gov.pk/uploads/documents/1454308065_362.pdf
"Monday, 12th August, 1974","Monday, 12th August, 1974",https://na.gov.pk/uploads/documents/1454307991_682.pdf
"Saturday, 27th July, 1974","Saturday, 27th July, 1974",https://na.gov.pk/uploads/documents/1454307919_145.pdf
"Friday, 26th July, 1974","Friday, 26th July, 1974",https://na.gov.pk/uploads/documents/1454307866_572.pdf
"Thursday, 25th July, 1974","Thursday, 25th July, 1974",https://na.gov.pk/uploads/documents/1454307761_794.pdf
"Wednesday, 24th July, 1974","Wednesday, 24th July, 1974",https://na.gov.pk/uploads/documents/1454307715_689.pdf
"Friday, 19th July, 1974","Friday, 19th July, 1974",https://na.gov.pk/uploads/documents/1454307625_931.pdf
"Thursday, 18th July, 1974","Thursday, 18th July, 1974",https://na.gov.pk/uploads/documents/1454306714_369.pdf
"Wednesday, 17th July, 1974","Wednesday, 17th July, 1974",https://na.gov.pk/uploads/documents/1454306646_155.pdf
"Tuesday, 16th July, 1974","Tuesday, 16th July, 1974",https://na.gov.pk/uploads/documents/1454306208_876.pdf
"Monday, 15th July, 1974","Monday, 15th July, 1974",https://na.gov.pk/uploads/documents/1454306154_227.pdf
"Sunday, 30th June, 1974","Sunday, 30th June, 1974",https://na.gov.pk/uploads/documents/1454321929_980.pdf
"Friday, 28th June, 1974","Friday, 28th June, 1974",https://na.gov.pk/uploads/documents/1454321859_196.pdf
"Thursday, 27th June, 1974","Thursday, 27th June, 1974",https://na.gov.pk/uploads/documents/1454321693_312.pdf
"Wednesday, 26th June, 1974","Wednesday, 26th June, 1974",https://na.gov.pk/uploads/documents/1454306081_132.pdf
"Tuesday, 25th June, 1974","Tuesday, 25th June, 1974",https://na.gov.pk/uploads/documents/1454306017_817.pdf
"Monday, 24th June, 1974","Monday, 24th June, 1974",https://na.gov.pk/uploads/documents/1454305909_328.pdf
"Friday, 21st June, 1974","Friday, 21st June, 1974",https://na.gov.pk/uploads/documents/1454305846_738.pdf
"Thursday, 20th June, 1974","Thursday, 20th June, 1974",https://na.gov.pk/uploads/documents/1454305732_236.pdf
"Wednesday, 19th June, 1974","Wednesday, 19th June, 1974",https://na.gov.pk/uploads/documents/1454305592_425.pdf
"Tuesday, 18th June, 1974","Tuesday, 18th June, 1974",https://na.gov.pk/uploads/documents/1454305489_774.pdf
"Monday, 17th June, 1974","Monday, 17th June, 1974",https://na.gov.pk/uploads/documents/1454305539_487.pdf
"Sunday, 16th June, 1974","Sunday, 16th June, 1974",https://na.gov.pk/uploads/documents/1454305424_638.pdf
"Saturday, 15th June, 1974","Saturday, 15th June, 1974",https://na.gov.pk/uploads/documents/1454305371_801.pdf
"Friday, 14th June, 1974","Friday, 14th June, 1974",https://na.gov.pk/uploads/documents/1454305325_836.pdf
"Thursday, 13th June, 1974","Thursday, 13th June, 1974",https://na.gov.pk/uploads/documents/1454305282_140.pdf
"Wednesday, 12th June, 1974","Wednesday, 12th June, 1974",https://na.gov.pk/uploads/documents/1454305240_610.pdf
"Tuesday, 11th June, 1974","Tuesday, 11th June, 1974",https://na.gov.pk/uploads/documents/1454305195_565.pdf
"Saturday, 8th June, 1974","Saturday, 8th June, 1974",https://na.gov.pk/uploads/documents/1454305144_873.pdf
"Friday, 7th June, 1974","Friday, 7th June, 1974",https://na.gov.pk/uploads/documents/1454305092_875.pdf
"Thursday, 6th June, 1974","Thursday, 6th June, 1974",https://na.gov.pk/uploads/documents/1454305051_398.pdf
"Wednesday, 5th June, 1974","Wednesday, 5th June, 1974",https://na.gov.pk/uploads/documents/1454305017_455.pdf
"Tuesday, 4th June, 1974","Tuesday, 4th June, 1974",https://na.gov.pk/uploads/documents/1454304828_587.pdf
"Monday, 3rd June, 1974","Monday, 3rd June, 1974",https://na.gov.pk/uploads/documents/1454304713_357.pdf
"Saturday, 1st June, 1974","Saturday, 1st June, 1974",https://na.gov.pk/uploads/documents/1454304653_821.pdf
"Friday, 31st May, 1974","Friday, 31st May, 1974",https://na.gov.pk/uploads/documents/1454303453_825.pdf
"Thursday, 30th May, 1974","Thursday, 30th May, 1974",https://na.gov.pk/uploads/documents/1454303408_809.pdf
"Friday, 20th December, 1974","Friday, 20th December, 1974",https://na.gov.pk/uploads/documents/1454389162_412.pdf
"Thursday, 19th December, 1974","Thursday, 19th December, 1974",https://na.gov.pk/uploads/documents/1454389125_644.pdf
"Wednesday, 18th December, 1974","Wednesday, 18th December, 1974",https://na.gov.pk/uploads/documents/1454389076_894.pdf
"Tuesday, 17th December, 1974","Tuesday, 17th December, 1974",https://na.gov.pk/uploads/documents/1454389043_954.pdf
"Monday, 16th December, 1974","Monday, 16th December, 1974",https://na.gov.pk/uploads/documents/1454388934_430.pdf
"Saturday, 14th December, 1974","Saturday, 14th December, 1974",https://na.gov.pk/uploads/documents/1454388901_796.pdf
"Friday, 13th December, 1974","Friday, 13th December, 1974",https://na.gov.pk/uploads/documents/1454388869_712.pdf
"Thursday, 12th December, 1974","Thursday, 12th December, 1974",https://na.gov.pk/uploads/documents/1454388838_295.pdf
"Wednesday, 11th December, 1974","Wednesday, 11th December, 1974",https://na.gov.pk/uploads/documents/1454388797_757.pdf
"Tuesday, 10th December, 1974","Tuesday, 10th December, 1974",https://na.gov.pk/uploads/documents/1454388769_156.pdf
"Monday, 9th December, 1974","Monday, 9th December, 1974",https://na.gov.pk/uploads/documents/1454388743_118.pdf
"Friday, 6th December, 1974","Friday, 6th December, 1974",https://na.gov.pk/uploads/documents/1454388712_745.pdf
"Thursday, 5th December, 1974","Thursday, 5th December, 1974",https://na.gov.pk/uploads/documents/1454388662_966.pdf
"Wednesday, 4th December, 1974","Wednesday, 4th December, 1974",https://na.gov.pk/uploads/documents/1454388626_261.pdf
"Tuesday, 3rd December, 1974","Tuesday, 3rd December, 1974",https://na.gov.pk/uploads/documents/1454388591_736.pdf
"Monday, 2nd December, 1974","Monday, 2nd December, 1974",https://na.gov.pk/uploads/documents/1454388556_957.pdf
"Friday, 29th November, 1974","Friday, 29th November, 1974",https://na.gov.pk/uploads/documents/1454388508_837.pdf
"Thursday, 28th November, 1974","Thursday, 28th November, 1974",https://na.gov.pk/uploads/documents/1454388472_970.pdf
"Tuesday, 15th April, 1975","Tuesday, 15th April, 1975",https://na.gov.pk/uploads/documents/1454396466_892.pdf
"Monday, 14th April, 1975","Monday, 14th April, 1975",https://na.gov.pk/uploads/documents/1454396336_691.pdf
"Friday, 11th April, 1975","Friday, 11th April, 1975",https://na.gov.pk/uploads/documents/1454396059_727.pdf
"Thursday, 10th April, 1975","Thursday, 10th April, 1975",https://na.gov.pk/uploads/documents/1454395758_261.pdf
"Thursday, 10th April, 1975","Thursday, 10th April, 1975",https://na.gov.pk/uploads/documents/1454395914_606.pdf
"Wednesday, 9th April, 1975","Wednesday, 9th April, 1975",https://na.gov.pk/uploads/documents/1454395643_998.pdf
"Tuesday, 8th April, 1975","Tuesday, 8th April, 1975",https://na.gov.pk/uploads/documents/1454395493_650.pdf
"Monday, 7th April, 1975","Monday, 7th April, 1975",https://na.gov.pk/uploads/documents/1454395223_566.pdf
"Friday, 4th April, 1975","Friday, 4th April, 1975",https://na.gov.pk/uploads/documents/1454395046_384.pdf
"Thursday, 3rd April, 1975","Thursday, 3rd April, 1975",https://na.gov.pk/uploads/documents/1454394954_597.pdf
"Wednesday, 2nd April, 1975","Wednesday, 2nd April, 1975",https://na.gov.pk/uploads/documents/1454394296_124.pdf
"Tuesday, 1st April, 1975","Tuesday, 1st April, 1975",https://na.gov.pk/uploads/documents/1454394091_516.pdf
"Monday, 31st March, 1975","Monday, 31st March, 1975",https://na.gov.pk/uploads/documents/1454393942_466.pdf
"Friday, 28th March, 1975","Friday, 28th March, 1975",https://na.gov.pk/uploads/documents/1454393832_320.pdf
"Thursday, 27th March, 1975","Thursday, 27th March, 1975",https://na.gov.pk/uploads/documents/1454393734_316.pdf
"Tuesday, 25th March, 1975","Tuesday, 25th March, 1975",https://na.gov.pk/uploads/documents/1454393636_699.pdf
"Wednesday, 12th February, 1975","Wednesday, 12th February, 1975",https://na.gov.pk/uploads/documents/1454393572_452.pdf
"Tuesday, 11th February, 1975","Tuesday, 11th February, 1975",https://na.gov.pk/uploads/documents/1454393425_537.pdf
"Monday, 10th February, 1975","Monday, 10th February, 1975",https://na.gov.pk/uploads/documents/1454393378_931.pdf
"Thursday, 6th February, 1975","Thursday, 6th February, 1975",https://na.gov.pk/uploads/documents/1454393320_371.pdf
"Wednesday, 5th February, 1975","Wednesday, 5th February, 1975",https://na.gov.pk/uploads/documents/1454393272_888.pdf
"Tuesday, 4th February, 1975","Tuesday, 4th February, 1975",https://na.gov.pk/uploads/documents/1454393206_292.pdf
"Monday, 3rd February, 1975","Monday, 3rd February, 1975",https://na.gov.pk/uploads/documents/1454393170_386.pdf
"Friday, 31st January, 1975","Friday, 31st January, 1975",https://na.gov.pk/uploads/documents/1454392571_369.pdf
"Thursday, 30th January, 1975","Thursday, 30th January, 1975",https://na.gov.pk/uploads/documents/1454392467_759.pdf
"Wednesday, 29th January, 1975","Wednesday, 29th January, 1975",https://na.gov.pk/uploads/documents/1454392238_870.pdf
"Tuesday, 28th January, 1975","Tuesday, 28th January, 1975",https://na.gov.pk/uploads/documents/1454391552_129.pdf
"Monday, 27th January, 1975","Monday, 27th January, 1975",https://na.gov.pk/uploads/documents/1454391343_679.pdf
"Tuesday, 21st January, 1975","Tuesday, 21st January, 1975",https://na.gov.pk/uploads/documents/1454391442_463.pdf
"Saturday, 18th January, 1975","Saturday, 18th January, 1975",https://na.gov.pk/uploads/documents/1454391139_920.pdf
"Friday, 17th January, 1975","Friday, 17th January, 1975",https://na.gov.pk/uploads/documents/1454390962_831.pdf
"Thursday, 16th January, 1975","Thursday, 16th January, 1975",https://na.gov.pk/uploads/documents/1454390902_524.pdf
"Monday, 26th August, 1974","Monday, 26th August, 1974",https://na.gov.pk/uploads/documents/1461652597_148.pdf
"Thursday, 5th September, 1974","Thursday, 5th September, 1974",https://na.gov.pk/uploads/documents/1461652656_880.pdf
"Monday, 20th January, 1975","Monday, 20th January, 1975",https://na.gov.pk/uploads/documents/1461661366_225.pdf
"Saturday, 18th January, 1975","Saturday, 18th January, 1975",https://na.gov.pk/uploads/documents/1461661314_396.pdf
"Tuesday, 24th June, 1975","Tuesday, 24th June, 1975",https://na.gov.pk/uploads/documents/1454409408_483.pdf
"Monday, 23rd June, 1975","Monday, 23rd June, 1975",https://na.gov.pk/uploads/documents/1454409143_805.pdf
"Friday, 20th June, 1975","Friday, 20th June, 1975",https://na.gov.pk/uploads/documents/1454408814_252.pdf
"Thursday, 19th June, 1975","Thursday, 19th June, 1975",https://na.gov.pk/uploads/documents/1454408627_278.pdf
"Wednesday, 18th June, 1975","Wednesday, 18th June, 1975",https://na.gov.pk/uploads/documents/1454408149_290.pdf
"Tuesday, 17th June, 1975","Tuesday, 17th June, 1975",https://na.gov.pk/uploads/documents/1454405895_629.pdf
"Monday, 16th June, 1975","Monday, 16th June, 1975",https://na.gov.pk/uploads/documents/1454405698_481.pdf
"Saturday, 14th June, 1975","Saturday, 14th June, 1975",https://na.gov.pk/uploads/documents/1454405623_823.pdf
"Friday, 13th June, 1975","Friday, 13th June, 1975",https://na.gov.pk/uploads/documents/1454405429_902.pdf
"Thursday, 12th June, 1975","Thursday, 12th June, 1975",https://na.gov.pk/uploads/documents/1454405352_182.pdf
"Wednesday, 11th June, 1975","Wednesday, 11th June, 1975",https://na.gov.pk/uploads/documents/1454405267_298.pdf
"Tuesday, 10th June, 1975","Tuesday, 10th June, 1975",https://na.gov.pk/uploads/documents/1454405135_549.pdf
"Saturday, 7th June, 1975","Saturday, 7th June, 1975",https://na.gov.pk/uploads/documents/1454405099_936.pdf
"Friday, 6th June, 1975","Friday, 6th June, 1975",https://na.gov.pk/uploads/documents/1454405052_767.pdf
"Thursday, 5th June, 1975","Thursday, 5th June, 1975",https://na.gov.pk/uploads/documents/1454404975_159.pdf
"Wednesday, 4th June, 1975","Wednesday, 4th June, 1975",https://na.gov.pk/uploads/documents/1454404860_243.pdf
"Tuesday, 3rd June, 1975","Tuesday, 3rd June, 1975",https://na.gov.pk/uploads/documents/1454403681_243.pdf
"Monday, 2nd June, 1975","Monday, 2nd June, 1975",https://na.gov.pk/uploads/documents/1454403621_608.pdf
"Thursday, 29th May, 1975","Thursday, 29th May, 1975",https://na.gov.pk/uploads/documents/1454403492_997.pdf
"Wednesday, 28th May, 1975","Wednesday, 28th May, 1975",https://na.gov.pk/uploads/documents/1454403448_679.pdf
"Tuesday, 27th May, 1975","Tuesday, 27th May, 1975",https://na.gov.pk/uploads/documents/1454403403_721.pdf
"Monday, 26th May, 1975","Monday, 26th May, 1975",https://na.gov.pk/uploads/documents/1454403361_985.pdf
"Friday, 12th December, 1975","Friday, 12th December, 1975",https://na.gov.pk/uploads/documents/1454476058_240.pdf
"Thursday, 11th December, 1975","Thursday, 11th December, 1975",https://na.gov.pk/uploads/documents/1454476026_779.pdf
"Tuesday, 9th December, 1975","Tuesday, 9th December, 1975",https://na.gov.pk/uploads/documents/1454475993_356.pdf
"Monday, 8th December, 1975","Monday, 8th December, 1975",https://na.gov.pk/uploads/documents/1454475954_629.pdf
"Friday, 5th December, 1975","Friday, 5th December, 1975",https://na.gov.pk/uploads/documents/1454475903_556.pdf
"Thursday, 4th December, 1975","Thursday, 4th December, 1975",https://na.gov.pk/uploads/documents/1454475857_141.pdf
"Wednesday, 3rd December, 1975","Wednesday, 3rd December, 1975",https://na.gov.pk/uploads/documents/1454475822_543.pdf
"Tuesday, 2nd December, 1975","Tuesday, 2nd December, 1975",https://na.gov.pk/uploads/documents/1454475787_992.pdf
"Monday, 1st December, 1975","Monday, 1st December, 1975",https://na.gov.pk/uploads/documents/1454475748_305.pdf
"Friday, 28th November, 1975","Friday, 28th November, 1975",https://na.gov.pk/uploads/documents/1454475712_128.pdf
"Thursday, 27th November, 1975","Thursday, 27th November, 1975",https://na.gov.pk/uploads/documents/1454475674_851.pdf
"Wednesday, 26th November, 1975","Wednesday, 26th November, 1975",https://na.gov.pk/uploads/documents/1454475633_807.pdf
"Tuesday, 25th November, 1975","Tuesday, 25th November, 1975",https://na.gov.pk/uploads/documents/1454475599_239.pdf
"Monday, 24th November, 1975","Monday, 24th November, 1975",https://na.gov.pk/uploads/documents/1454475557_868.pdf
"Friday, 21st November, 1975","Friday, 21st November, 1975",https://na.gov.pk/uploads/documents/1454475517_483.pdf
"Thursday, 20th November, 1975","Thursday, 20th November, 1975",https://na.gov.pk/uploads/documents/1454475479_244.pdf
"Wednesday, 19th November, 1975","Wednesday, 19th November, 1975",https://na.gov.pk/uploads/documents/1454475441_487.pdf
"Tuesday, 18th November, 1975","Tuesday, 18th November, 1975",https://na.gov.pk/uploads/documents/1454475409_301.pdf
"Monday, 17th November, 1975","Monday, 17th November, 1975",https://na.gov.pk/uploads/documents/1454475336_590.pdf
"Friday, 14th November, 1975","Friday, 14th November, 1975",https://na.gov.pk/uploads/documents/1454475368_409.pdf
"Thursday, 13th November, 1975","Thursday, 13th November, 1975",https://na.gov.pk/uploads/documents/1454475290_713.pdf
"Wednesday, 12th November, 1975","Wednesday, 12th November, 1975",https://na.gov.pk/uploads/documents/1454475259_937.pdf
"Tuesday, 11th November, 1975","Tuesday, 11th November, 1975",https://na.gov.pk/uploads/documents/1454475227_321.pdf
"Friday, 7th November, 1975","Friday, 7th November, 1975",https://na.gov.pk/uploads/documents/1454475197_497.pdf
"Thursday, 6th November, 1975","Thursday, 6th November, 1975",https://na.gov.pk/uploads/documents/1454475152_173.pdf
"Wednesday, 5th November, 1975","Wednesday, 5th November, 1975",https://na.gov.pk/uploads/documents/1454475121_580.pdf
"Tuesday, 4th November, 1975","Tuesday, 4th November, 1975",https://na.gov.pk/uploads/documents/1454475088_549.pdf
"Monday, 3rd November, 1975","Monday, 3rd November, 1975",https://na.gov.pk/uploads/documents/1454475056_311.pdf
"Friday, 31st October, 1975","Friday, 31st October, 1975",https://na.gov.pk/uploads/documents/1454475007_291.pdf
"Thursday, 30th October, 1975","Thursday, 30th October, 1975",https://na.gov.pk/uploads/documents/1454474970_894.pdf
"Wednesday, 29th October, 1975","Wednesday, 29th October, 1975",https://na.gov.pk/uploads/documents/1454474900_325.pdf
"Tuesday, 6th April, 1976","Tuesday, 6th April, 1976",https://na.gov.pk/uploads/documents/1454479099_312.pdf
"Monday, 5th April, 1976","Monday, 5th April, 1976",https://na.gov.pk/uploads/documents/1454479066_719.pdf
"Friday, 2nd April, 1976","Friday, 2nd April, 1976",https://na.gov.pk/uploads/documents/1454479031_957.pdf
"Thursday, 1st April, 1976","Thursday, 1st April, 1976",https://na.gov.pk/uploads/documents/1454478995_888.pdf
"Wednesday, 31st March, 1976","Wednesday, 31st March, 1976",https://na.gov.pk/uploads/documents/1454478941_493.pdf
"Tuesday, 30th March, 1976","Tuesday, 30th March, 1976",https://na.gov.pk/uploads/documents/1454478904_196.pdf
"Monday, 29th March, 1976","Monday, 29th March, 1976",https://na.gov.pk/uploads/documents/1454478861_593.pdf
"Friday, 26th March, 1976","Friday, 26th March, 1976",https://na.gov.pk/uploads/documents/1454478808_426.pdf
"Thursday, 25th March, 1976","Thursday, 25th March, 1976",https://na.gov.pk/uploads/documents/1454478779_562.pdf
"Wednesday, 24th March, 1976","Wednesday, 24th March, 1976",https://na.gov.pk/uploads/documents/1454478740_866.pdf
"Friday, 19th March, 1976","Friday, 19th March, 1976",https://na.gov.pk/uploads/documents/1454478702_452.pdf
"Thursday, 18th March, 1976","Thursday, 18th March, 1976",https://na.gov.pk/uploads/documents/1454478669_265.pdf
"Wednesday, 17th March, 1976","Wednesday, 17th March, 1976",https://na.gov.pk/uploads/documents/1454478639_935.pdf
"Tuesday, 16th March, 1976","Tuesday, 16th March, 1976",https://na.gov.pk/uploads/documents/1454478602_513.pdf
"Monday, 8th March, 1976","Monday, 8th March, 1976",https://na.gov.pk/uploads/documents/1454478524_885.pdf
"Friday, 5th March, 1976","Friday, 5th March, 1976",https://na.gov.pk/uploads/documents/1454478467_726.pdf
"Wednesday, 3rd March, 1976","Wednesday, 3rd March, 1976",https://na.gov.pk/uploads/documents/1454478030_890.pdf
"Tuesday, 2nd March, 1976","Tuesday, 2nd March, 1976",https://na.gov.pk/uploads/documents/1454477995_336.pdf
"Monday, 1st March, 1976","Monday, 1st March, 1976",https://na.gov.pk/uploads/documents/1454477957_741.pdf
"Friday, 27th February, 1976","Friday, 27th February, 1976",https://na.gov.pk/uploads/documents/1454477796_513.pdf
"Wednesday, 10th December, 1975","Wednesday, 10th December, 1975",https://na.gov.pk/uploads/documents/1461661546_923.pdf
"Thursday, 26th February, 1976","Thursday, 26th February, 1976",https://na.gov.pk/uploads/documents/1461661810_887.pdf
"Monday, 26th April, 1976","Monday, 26th April, 1976",https://na.gov.pk/uploads/documents/1461661851_120.pdf
"Wednesday, 12th May, 1976","Wednesday, 12th May, 1976",https://na.gov.pk/uploads/documents/1454481391_789.pdf
"Tuesday, 11th May, 1976","Tuesday, 11th May, 1976",https://na.gov.pk/uploads/documents/1454481358_854.pdf
"Monday, 10th May, 1976","Monday, 10th May, 1976",https://na.gov.pk/uploads/documents/1454481320_978.pdf
"Friday, 7th May, 1976","Friday, 7th May, 1976",https://na.gov.pk/uploads/documents/1454481284_828.pdf
"Thursday, 6th May, 1976","Thursday, 6th May, 1976",https://na.gov.pk/uploads/documents/1454481238_971.pdf
"Wednesday, 5th May, 1976","Wednesday, 5th May, 1976",https://na.gov.pk/uploads/documents/1454481196_190.pdf
"Tuesday, 4th May, 1976","Tuesday, 4th May, 1976",https://na.gov.pk/uploads/documents/1454481152_492.pdf
"Monday, 3rd May, 1976","Monday, 3rd May, 1976",https://na.gov.pk/uploads/documents/1454481119_984.pdf
"Friday, 30th April, 1976","Friday, 30th April, 1976",https://na.gov.pk/uploads/documents/1454481090_871.pdf
"Thursday, 29th April, 1976","Thursday, 29th April, 1976",https://na.gov.pk/uploads/documents/1454481056_744.pdf
"Wednesday, 28th April, 1976","Wednesday, 28th April, 1976",https://na.gov.pk/uploads/documents/1454480918_846.pdf
"Tuesday, 27th April, 1976","Tuesday, 27th April, 1976",https://na.gov.pk/uploads/documents/1454480869_283.pdf
"Monday, 26th April, 1976","Monday, 26th April, 1976",https://na.gov.pk/uploads/documents/1454480826_996.pdf
"Thursday, 8th July, 1976","Thursday, 8th July, 1976",https://na.gov.pk/uploads/documents/1454563615_641.pdf
"Wednesday, 7th July, 1976","Wednesday, 7th July, 1976",https://na.gov.pk/uploads/documents/1454563529_973.pdf
"Thursday, 1st July, 1976","Thursday, 1st July, 1976",https://na.gov.pk/uploads/documents/1454563418_803.pdf
"Wednesday, 30th June, 1976","Wednesday, 30th June, 1976",https://na.gov.pk/uploads/documents/1454563339_477.pdf
"Tuesday, 29th June, 1976","Tuesday, 29th June, 1976",https://na.gov.pk/uploads/documents/1454563266_543.pdf
"Saturday, 26th June, 1976","Saturday, 26th June, 1976",https://na.gov.pk/uploads/documents/1454563214_898.pdf
"Friday, 25th June, 1976","Friday, 25th June, 1976",https://na.gov.pk/uploads/documents/1454563174_233.pdf
"Thursday, 24th June, 1976","Thursday, 24th June, 1976",https://na.gov.pk/uploads/documents/1454492509_248.pdf
"Wednesday, 23rd June, 1976","Wednesday, 23rd June, 1976",https://na.gov.pk/uploads/documents/1454492822_844.pdf
"Tuesday, 22nd June, 1976","Tuesday, 22nd June, 1976",https://na.gov.pk/uploads/documents/1454492609_536.pdf
"Monday, 21st June, 1976","Monday, 21st June, 1976",https://na.gov.pk/uploads/documents/1454492169_245.pdf
"Saturday, 19th June, 1976","Saturday, 19th June, 1976",https://na.gov.pk/uploads/documents/1454490977_892.pdf
"Friday, 18th June, 1976","Friday, 18th June, 1976",https://na.gov.pk/uploads/documents/1454489807_162.pdf
"Thursday, 17th June, 1976","Thursday, 17th June, 1976",https://na.gov.pk/uploads/documents/1454489718_754.pdf
"Wednesday, 16th June, 1976","Wednesday, 16th June, 1976",https://na.gov.pk/uploads/documents/1454489674_731.pdf
"Tuesday, 15th June, 1976","Tuesday, 15th June, 1976",https://na.gov.pk/uploads/documents/1454489580_611.pdf
"Monday, 14th June, 1976","Monday, 14th June, 1976",https://na.gov.pk/uploads/documents/1454489524_691.pdf
"Saturday, 12th June, 1976","Saturday, 12th June, 1976",https://na.gov.pk/uploads/documents/1454489377_227.pdf
"Friday, 11th June, 1976","Friday, 11th June, 1976",https://na.gov.pk/uploads/documents/1454489327_836.pdf
"Thursday, 10th June, 1976","Thursday, 10th June, 1976",https://na.gov.pk/uploads/documents/1454489225_965.pdf
"Wednesday, 9th June, 1976","Wednesday, 9th June, 1976",https://na.gov.pk/uploads/documents/1454489277_795.pdf
"Tuesday, 8th June, 1976","Tuesday, 8th June, 1976",https://na.gov.pk/uploads/documents/1454489192_542.pdf
"Monday, 7th June, 1976","Monday, 7th June, 1976",https://na.gov.pk/uploads/documents/1454489157_670.pdf
"Saturday, 5th June, 1976","Saturday, 5th June, 1976",https://na.gov.pk/uploads/documents/1454489121_479.pdf
"Friday, 4th June, 1976","Friday, 4th June, 1976",https://na.gov.pk/uploads/documents/1454489086_639.pdf
"Thursday, 3rd June, 1976","Thursday, 3rd June, 1976",https://na.gov.pk/uploads/documents/1454489050_636.pdf
"Wednesday, 2nd June, 1976","Wednesday, 2nd June, 1976",https://na.gov.pk/uploads/documents/1454489016_758.pdf
"Tuesday, 1st June, 1976","Tuesday, 1st June, 1976",https://na.gov.pk/uploads/documents/1454488953_461.pdf
"Monday, 31st May, 1976","Monday, 31st May, 1976",https://na.gov.pk/uploads/documents/1454488914_942.pdf
"Sunday, 5th September, 1976","Sunday, 5th September, 1976",https://na.gov.pk/uploads/documents/1454570138_933.pdf
